COUNTRY,POSTAL_CODE,CITY,STATE
Romania,510205,Alba Iulia,Alba
Romania,510206,Alba Iulia,Alba
Romania,510207,Alba Iulia,Alba
Romania,510208,Alba Iulia,Alba
Romania,510209,Alba Iulia,Alba
Romania,510210,Alba Iulia,Alba
Romania,510211,Alba Iulia,Alba
Romania,510213,Alba Iulia,Alba
Romania,510214,Alba Iulia,Alba
Romania,510215,Alba Iulia,Alba
Romania,510216,Alba Iulia,Alba
Romania,510217,Alba Iulia,Alba
Romania,510218,Alba Iulia,Alba
Romania,510219,Alba Iulia,Alba
Romania,510220,Alba Iulia,Alba
Romania,510221,Alba Iulia,Alba
Romania,510222,Alba Iulia,Alba
Romania,510223,Alba Iulia,Alba
Romania,510224,Alba Iulia,Alba
Romania,510225,Alba Iulia,Alba
Romania,510226,Alba Iulia,Alba
Romania,510227,Alba Iulia,Alba
Romania,510228,Alba Iulia,Alba
Romania,510229,Alba Iulia,Alba
Romania,510230,Alba Iulia,Alba
Romania,510231,Alba Iulia,Alba
Romania,510232,Alba Iulia,Alba
Romania,510233,Alba Iulia,Alba
Romania,510234,Alba Iulia,Alba
Romania,510235,Alba Iulia,Alba
Romania,510236,Alba Iulia,Alba
Romania,510237,Alba Iulia,Alba
Romania,510238,Alba Iulia,Alba
Romania,510239,Alba Iulia,Alba
Romania,510240,Alba Iulia,Alba
Romania,510241,Alba Iulia,Alba
Romania,510242,Alba Iulia,Alba
Romania,510243,Alba Iulia,Alba
Romania,510244,Alba Iulia,Alba
Romania,510245,Alba Iulia,Alba
Romania,510246,Alba Iulia,Alba
Romania,510247,Alba Iulia,Alba
Romania,510248,Alba Iulia,Alba
Romania,510249,Alba Iulia,Alba
Romania,510250,Alba Iulia,Alba
Romania,510251,Alba Iulia,Alba
Romania,510252,Alba Iulia,Alba
Romania,510253,Alba Iulia,Alba
Romania,510254,Alba Iulia,Alba
Romania,510255,Alba Iulia,Alba
Romania,510256,Alba Iulia,Alba
Romania,510257,Alba Iulia,Alba
Romania,510258,Alba Iulia,Alba
Romania,510259,Alba Iulia,Alba
Romania,510260,Alba Iulia,Alba
Romania,510261,Alba Iulia,Alba
Romania,510262,Alba Iulia,Alba
Romania,510263,Alba Iulia,Alba
Romania,510264,Alba Iulia,Alba
Romania,510265,Alba Iulia,Alba
Romania,510266,Alba Iulia,Alba
Romania,510267,Alba Iulia,Alba
Romania,510268,Alba Iulia,Alba
Romania,510269,Alba Iulia,Alba
Romania,510270,Alba Iulia,Alba
Romania,510271,Alba Iulia,Alba
Romania,510272,Alba Iulia,Alba
Romania,510273,Alba Iulia,Alba
Romania,510274,Alba Iulia,Alba
Romania,510275,Alba Iulia,Alba
Romania,510276,Alba Iulia,Alba
Romania,510277,Alba Iulia,Alba
Romania,510278,Alba Iulia,Alba
Romania,510279,Alba Iulia,Alba
Romania,510280,Alba Iulia,Alba
Romania,510281,Alba Iulia,Alba
Romania,510282,Alba Iulia,Alba
Romania,510283,Alba Iulia,Alba
Romania,510284,Alba Iulia,Alba
Romania,510285,Alba Iulia,Alba
Romania,510286,Alba Iulia,Alba
Romania,510287,Alba Iulia,Alba
Romania,510288,Alba Iulia,Alba
Romania,510289,Alba Iulia,Alba
Romania,510290,Alba Iulia,Alba
Romania,510291,Alba Iulia,Alba
Romania,510292,Alba Iulia,Alba
Romania,510293,Alba Iulia,Alba
Romania,510294,Alba Iulia,Alba
Romania,510295,Alba Iulia,Alba
Romania,510296,Alba Iulia,Alba
Romania,510297,Alba Iulia,Alba
Romania,510298,Alba Iulia,Alba
Romania,510299,Alba Iulia,Alba
Romania,510301,Alba Iulia,Alba
Romania,510302,Alba Iulia,Alba
Romania,510303,Alba Iulia,Alba
Romania,510304,Alba Iulia,Alba
Romania,510305,Alba Iulia,Alba
Romania,510306,Alba Iulia,Alba
Romania,510307,Alba Iulia,Alba
Romania,510308,Alba Iulia,Alba
Romania,510309,Alba Iulia,Alba
Romania,510311,Alba Iulia,Alba
Romania,510312,Alba Iulia,Alba
Romania,510313,Alba Iulia,Alba
Romania,510314,Alba Iulia,Alba
Romania,510315,Alba Iulia,Alba
Romania,510316,Alba Iulia,Alba
Romania,510317,Alba Iulia,Alba
Romania,510318,Alba Iulia,Alba
Romania,510319,Alba Iulia,Alba
Romania,510321,Alba Iulia,Alba
Romania,510322,Alba Iulia,Alba
Romania,510323,Alba Iulia,Alba
Romania,510324,Alba Iulia,Alba
Romania,510325,Alba Iulia,Alba
Romania,510326,Alba Iulia,Alba
Romania,510327,Alba Iulia,Alba
Romania,510328,Alba Iulia,Alba
Romania,510329,Alba Iulia,Alba
Romania,510331,Alba Iulia,Alba
Romania,510332,Alba Iulia,Alba
Romania,510333,Alba Iulia,Alba
Romania,510334,Alba Iulia,Alba
Romania,510335,Alba Iulia,Alba
Romania,510336,Alba Iulia,Alba
Romania,510337,Alba Iulia,Alba
Romania,510338,Alba Iulia,Alba
Romania,510339,Alba Iulia,Alba
Romania,510341,Alba Iulia,Alba
Romania,510342,Alba Iulia,Alba
Romania,510343,Alba Iulia,Alba
Romania,510344,Alba Iulia,Alba
Romania,510345,Alba Iulia,Alba
Romania,510346,Alba Iulia,Alba
Romania,510347,Alba Iulia,Alba
Romania,510348,Alba Iulia,Alba
Romania,510351,Alba Iulia,Alba
Romania,510352,Alba Iulia,Alba
Romania,510353,Alba Iulia,Alba
Romania,510354,Alba Iulia,Alba
Romania,510355,Alba Iulia,Alba
Romania,510356,Alba Iulia,Alba
Romania,510357,Alba Iulia,Alba
Romania,510358,Alba Iulia,Alba
Romania,510359,Alba Iulia,Alba
Romania,510361,Alba Iulia,Alba
Romania,510362,Alba Iulia,Alba
Romania,510363,Alba Iulia,Alba
Romania,510364,Alba Iulia,Alba
Romania,510365,Alba Iulia,Alba
Romania,510366,Alba Iulia,Alba
Romania,510367,Alba Iulia,Alba
Romania,510368,Alba Iulia,Alba
Romania,510369,Alba Iulia,Alba
Romania,510371,Alba Iulia,Alba
Romania,510372,Alba Iulia,Alba
Romania,510373,Alba Iulia,Alba
Romania,510374,Alba Iulia,Alba
Romania,510375,Alba Iulia,Alba
Romania,510376,Alba Iulia,Alba
Romania,510377,Alba Iulia,Alba
Romania,510378,Alba Iulia,Alba
Romania,510379,Alba Iulia,Alba
Romania,510381,Alba Iulia,Alba
Romania,510382,Alba Iulia,Alba
Romania,510383,Alba Iulia,Alba
Romania,510399,Alba Iulia,Alba
Romania,510401,Alba Iulia,Alba
Romania,510402,Alba Iulia,Alba
Romania,510403,Alba Iulia,Alba
Romania,510404,Alba Iulia,Alba
Romania,510405,Alba Iulia,Alba
Romania,510406,Alba Iulia,Alba
Romania,510407,Alba Iulia,Alba
Romania,510408,Alba Iulia,Alba
Romania,515100,Abrud,Alba
Romania,515101,Abrud-Sat,Alba
Romania,515102,Gura Cornei,Alba
Romania,515103,Soharu,Alba
Romania,515200,Aiud,Alba
Romania,515201,Aiudul de Sus,Alba
Romania,515202,Ciumbrud,Alba
Romania,515203,Gâmbaş,Alba
Romania,515204,Gârbova de Jos,Alba
Romania,515205,Gârbova de Sus,Alba
Romania,515206,Gârboviţa,Alba
Romania,515207,Măgina,Alba
Romania,515208,Păgida,Alba
Romania,515209,Sâncrai,Alba
Romania,515210,Ţifra,Alba
Romania,515300,Baia de Arieş,Alba
Romania,515301,Brăzeşti,Alba
Romania,515302,Cioara de Sus,Alba
Romania,515303,Muncelu,Alba
Romania,515304,Sartăş,Alba
Romania,515305,Simuleşti,Alba
Romania,515400,Blaj,Alba
Romania,515401,Deleni-Obârşie,Alba
Romania,515402,Fliteşti,Alba
Romania,515403,Izvoarele (Blaj),Alba
Romania,515404,Mănărade,Alba
Romania,515405,Petrisat,Alba
Romania,515406,Spătac,Alba
Romania,515407,Tiur,Alba
Romania,515408,Veza,Alba
Romania,515500,Câmpeni,Alba
Romania,515501,Bonceşti,Alba
Romania,515502,Borleşti,Alba
Romania,515503,Boteşti (Câmpeni),Alba
Romania,515504,Certege,Alba
Romania,515505,Coasta Vâscului,Alba
Romania,515506,Dănduţ,Alba
Romania,515507,Dealu Bistrii,Alba
Romania,515508,Dealu Capsei,Alba
Romania,515509,Dric,Alba
Romania,515510,Faţa Abrudului,Alba
Romania,515511,Floreşti (Câmpeni),Alba
Romania,515512,Furduieşti (Câmpeni),Alba
Romania,515513,Mihoeşti,Alba
Romania,515514,Motorăşti,Alba
Romania,515515,Peste Valea Bistrii,Alba
Romania,515516,Poduri,Alba
Romania,515517,Sorliţa,Alba
Romania,515518,Tomuşeşti,Alba
Romania,515519,Valea Bistrii,Alba
Romania,515520,Valea Caselor,Alba
Romania,515521,Vârşi,Alba
Romania,515600,Cugir,Alba
Romania,515601,Bocşitura,Alba
Romania,515602,Bucuru,Alba
Romania,515603,Călene,Alba
Romania,515604,Feţeni,Alba
Romania,515605,Goaşele,Alba
Romania,515606,Mugeşti,Alba
Romania,515607,Vinerea,Alba
Romania,515700,Ocna Mureş,Alba
Romania,515701,Cisteiu de Mureş,Alba
Romania,515702,Micoşlaca,Alba
Romania,515703,Războieni-Cetate,Alba
Romania,515704,Uioara de Jos,Alba
Romania,515705,Uioara de Sus,Alba
Romania,515800,Sebeş,Alba
Romania,515801,Lancrăm,Alba
Romania,515802,Răhău,Alba
Romania,515850,Petreşti,Alba
Romania,515900,Teiuş,Alba
Romania,515901,Beldiu,Alba
Romania,515902,Căpud,Alba
Romania,515903,Coşlariu Nou,Alba
Romania,515904,Peţelca,Alba
Romania,516100,Zlatna,Alba
Romania,516101,Boteşti (Zlatna),Alba
Romania,516102,Budeni,Alba
Romania,516103,Dealu Romaniaatei,Alba
Romania,516104,DobRomaniat,Alba
Romania,516105,Dumbrava (Zlatna),Alba
Romania,516106,Feneş,Alba
Romania,516107,Galaţi,Alba
Romania,516108,Izvoru Ampoiului,Alba
Romania,516109,Pătrângeni,Alba
Romania,516110,Pârău Gruiului,Alba
Romania,516111,Pirita,Alba
Romania,516112,Podu lui Paul,Alba
Romania,516113,Runc (Zlatna),Alba
Romania,516114,Ruşi,Alba
Romania,516115,Suseni,Alba
Romania,516116,Trâmpoiele,Alba
Romania,516117,Valea Mică,Alba
Romania,516118,Vâltori (Zlatna),Alba
Romania,517005,Albac,Alba
Romania,517006,Bărăşti,Alba
Romania,517007,Budăieşti,Alba
Romania,517008,Cioneşti,Alba
Romania,517009,Costeşti (Albac),Alba
Romania,517011,Dealu Lămăşoi,Alba
Romania,517012,Deve,Alba
Romania,517013,După Pleşe,Alba
Romania,517014,Faţa,Alba
Romania,517016,Pleşeşti,Alba
Romania,517017,Potionci,Alba
Romania,517018,Romaniagoz,Alba
Romania,517019,Romaniaşeşti,Alba
Romania,517021,Ruseşti,Alba
Romania,517022,Sohodol (Albac),Alba
Romania,517023,Tamboreşti,Alba
Romania,517030,Almaşu Mare,Alba
Romania,517031,Almaşu de Mijloc,Alba
Romania,517032,Brădet,Alba
Romania,517033,Cheile Cibului,Alba
Romania,517034,Cib,Alba
Romania,517036,Glod,Alba
Romania,517037,Haneş Mină,Alba
Romania,517038,Nădăştia,Alba
Romania,517040,Arieşeni,Alba
Romania,517041,Avrămeşti (Arieşeni),Alba
Romania,517042,Bubeşti,Alba
Romania,517043,Casa de Piatră,Alba
Romania,517044,Cobleş,Alba
Romania,517046,Dealu Bajului,Alba
Romania,517047,Faţa Cristesei,Alba
Romania,517048,Faţa Lăpuşului,Alba
Romania,517049,Galbena,Alba
Romania,517051,Hodobana,Alba
Romania,517052,Izlaz,Alba
Romania,517053,Pănteşti,Alba
Romania,517054,Pătrăhăiţeşti,Alba
Romania,517056,Poieniţa (Arieşeni),Alba
Romania,517057,Raviceşti,Alba
Romania,517058,Sturu,Alba
Romania,517059,Ştei-Arieşeni,Alba
Romania,517061,Vanvuceşti,Alba
Romania,517065,Avram Iancu,Alba
Romania,517066,Achimeţeşti,Alba
Romania,517067,Avrămeşti (Avram Iancu),Alba
Romania,517068,Bădăi,Alba
Romania,517069,Boldeşti,Alba
Romania,517071,Călugăreşti,Alba
Romania,517072,Căsoaia,Alba
Romania,517073,Cândeşti,Alba
Romania,517074,Cârăşti,Alba
Romania,517076,Cârţuleşti,Alba
Romania,517077,Coceşti,Alba
Romania,517078,Cocoşeşti,Alba
Romania,517079,CoRomaniaieşti,Alba
Romania,517081,Dealu Crişului,Alba
Romania,517082,Doleşti,Alba
Romania,517083,Dumăceşti,Alba
Romania,517084,Gojeieşti,Alba
Romania,517086,Helereşti,Alba
Romania,517087,Inceşti (Avram Iancu),Alba
Romania,517088,Jojei,Alba
Romania,517089,Mărteşti,Alba
Romania,517091,Orgeşti,Alba
Romania,517092,Pătruţeşti,Alba
Romania,517093,Plai (Avram Iancu),Alba
Romania,517094,Puşeleşti,Alba
Romania,517096,Şoiceşti,Alba
Romania,517097,Şterteşti,Alba
Romania,517098,Târsa,Alba
Romania,517099,Târsa-Plai,Alba
Romania,517101,Valea Maciului,Alba
Romania,517102,Valea Uţului,Alba
Romania,517103,Verdeşti,Alba
Romania,517104,Vidrişoara,Alba
Romania,517110,Berghin,Alba
Romania,517111,Ghirbom,Alba
Romania,517112,Henig,Alba
Romania,517113,Straja,Alba
Romania,517115,Bistra,Alba
Romania,517116,ARomanianeşti,Alba
Romania,517117,Băleşti,Alba
Romania,517118,Băleşti-Cătun,Alba
Romania,517119,Bârleşti (Bistra),Alba
Romania,517121,Cheleteni,Alba
Romania,517122,Ciuldeşti,Alba
Romania,517123,Creţeşti,Alba
Romania,517124,Dâmbureni,Alba
Romania,517126,Dealu Muntelui,Alba
Romania,517127,Durăşti,Alba
Romania,517128,Găneşti,Alba
Romania,517129,Gârde,Alba
Romania,517131,Hodişeşti,Alba
Romania,517132,Hudriceşti,Alba
Romania,517133,Lipaia,Alba
Romania,517134,Lunca Largă (Bistra),Alba
Romania,517136,Lunca Merilor,Alba
Romania,517137,Mihăieşti,Alba
Romania,517138,Nămaş,Alba
Romania,517139,Novăceşti,Alba
Romania,517141,Perjeşti,Alba
Romania,517142,Poiana (Bistra),Alba
Romania,517143,Poiu,Alba
Romania,517144,Rătitiş,Alba
Romania,517146,Runcuri,Alba
Romania,517147,Sălăgeşti,Alba
Romania,517148,Ştefanca,Alba
Romania,517149,Tolăceşti,Alba
Romania,517151,Tomnatec,Alba
Romania,517152,Trişoreşti,Alba
Romania,517153,Ţărăneşti,Alba
Romania,517154,Vârşi-Romaniantu,Alba
Romania,517156,Vârşii Mari,Alba
Romania,517157,Vârşii Mici,Alba
Romania,517160,Blandiana,Alba
Romania,517161,Acmariu,Alba
Romania,517162,Ibru,Alba
Romania,517163,Poieni (Blandiana),Alba
Romania,517164,Răcătău,Alba
Romania,517165,Bucium,Alba
Romania,517166,Angheleşti,Alba
Romania,517167,Bisericani,Alba
Romania,517168,Bucium-Sat,Alba
Romania,517169,Cerbu,Alba
Romania,517171,Ciuculeşti,Alba
Romania,517172,Coleşeni,Alba
Romania,517173,Dogăreşti,Alba
Romania,517174,Fereşti,Alba
Romania,517176,Floreşti (Bucium),Alba
Romania,517177,Gura Izbitei,Alba
Romania,517178,Heleşti,Alba
Romania,517179,Izbicioara,Alba
Romania,517181,Izbita,Alba
Romania,517182,Jurcuieşti,Alba
Romania,517183,Lupuleşti,Alba
Romania,517184,Măgura (Bucium),Alba
Romania,517186,Muntari,Alba
Romania,517187,Petreni,Alba
Romania,517188,Poiana (Bucium),Alba
Romania,517189,Poieni (Bucium),Alba
Romania,517191,Stâlnişoara,Alba
Romania,517192,Valea Abruzel,Alba
Romania,517193,Valea Albă,Alba
Romania,517194,Valea Cerbului,Alba
Romania,517196,Valea Negrilesii,Alba
Romania,517197,Valea Poienii (Bucium),Alba
Romania,517198,Valea Şesii (Bucium),Alba
Romania,517199,Văleni (Bucium),Alba
Romania,517201,Vâlcea,Alba
Romania,517205,Câlnic,Alba
Romania,517206,Cut,Alba
Romania,517207,Deal,Alba
Romania,517210,Cenade,Alba
Romania,517211,Capu Dealului,Alba
Romania,517212,Gorgan,Alba
Romania,517215,Cergău,Alba
Romania,517216,Cergău Mare,Alba
Romania,517217,Cergău Mic,Alba
Romania,517218,Lupu,Alba
Romania,517220,Ceru-Băcăinţi,Alba
Romania,517221,Bolovăneşti,Alba
Romania,517222,Bulbuc,Alba
Romania,517223,Cucuta,Alba
Romania,517224,Curpeni,Alba
Romania,517226,Dumbrăviţa,Alba
Romania,517227,Fântânele,Alba
Romania,517228,GRomaniaşi,Alba
Romania,517229,Valea Mare,Alba
Romania,517231,Viezuri,Alba
Romania,517235,Cetatea de Baltă,Alba
Romania,517236,Crăciunelu de Sus,Alba
Romania,517237,Sântămărie,Alba
Romania,517238,Tătârlaua,Alba
Romania,517240,Ciugud,Alba
Romania,517241,Drâmbar,Alba
Romania,517242,Limba,Alba
Romania,517243,Hăpria,Alba
Romania,517244,Şeuşa,Alba
Romania,517246,Teleac,Alba
Romania,517250,Ciuruleasa,Alba
Romania,517251,Bidigeşti,Alba
Romania,517252,Bodreşti,Alba
Romania,517253,Bogleşti,Alba
Romania,517254,Buninginea,Alba
Romania,517256,Gheduleşti,Alba
Romania,517257,Mătişeşti (Ciuruleasa),Alba
Romania,517258,Morăreşti (Ciuruleasa),Alba
Romania,517259,Vulcan,Alba
Romania,517260,Crăciunelu de Jos,Alba
Romania,517261,Bucerdea Grânoasă,Alba
Romania,517262,Cornu,Alba
Romania,517263,Pădure,Alba
Romania,517264,Pânca,Alba
Romania,517265,Cricău,Alba
Romania,517266,Craiva,Alba
Romania,517267,Tibru,Alba
Romania,517270,Daia Romaniamână,Alba
Romania,517275,Doştat,Alba
Romania,517276,Boz,Alba
Romania,517277,Dealu Doştatului,Alba
Romania,517280,Fărău,Alba
Romania,517281,Heria,Alba
Romania,517282,Medveş,Alba
Romania,517283,Sânbenedic,Alba
Romania,517284,Şilea,Alba
Romania,517285,Galda de Jos,Alba
Romania,517286,Benic,Alba
Romania,517287,Cetea,Alba
Romania,517288,Galda de Sus,Alba
Romania,517289,Lupşeni,Alba
Romania,517291,Măgura (Galda de Jos),Alba
Romania,517292,Mesentea,Alba
Romania,517293,Oiejdea,Alba
Romania,517294,Poiana Galdei,Alba
Romania,517296,Răicani,Alba
Romania,517297,Zăgriş,Alba
Romania,517305,Gârbova,Alba
Romania,517306,Cărpiniş (Gârbova),Alba
Romania,517307,Reciu,Alba
Romania,517310,Gârda de Sus,Alba
Romania,517311,Biharia,Alba
Romania,517312,Dealu Frumos (Gârda de Sus),Alba
Romania,517313,Dealu Ordâncuşii,Alba
Romania,517314,Dobreşti,Alba
Romania,517316,Gârda Seacă,Alba
Romania,517317,Gheţari,Alba
Romania,517318,Hănăşeşti (Gârda de Sus),Alba
Romania,517319,Huzăreşti,Alba
Romania,517321,Izvoarele (Gârda de Sus),Alba
Romania,517322,Munună,Alba
Romania,517323,Ocoale,Alba
Romania,517324,Plai (Gârda de Sus),Alba
Romania,517326,Plişti,Alba
Romania,517327,Scoarţa,Alba
Romania,517328,Snide,Alba
Romania,517329,Suceşti,Alba
Romania,517335,Hopârta,Alba
Romania,517336,Silivaş,Alba
Romania,517337,Şpălnaca,Alba
Romania,517338,Turdaş,Alba
Romania,517339,Vama Seacă,Alba
Romania,517340,Horea,Alba
Romania,517341,Baba,Alba
Romania,517342,Buteşti (Horea),Alba
Romania,517343,Dârleşti,Alba
Romania,517344,Fericet,Alba
Romania,517346,Giurgiuţ,Alba
Romania,517347,Mănceşti,Alba
Romania,517348,Mătişeşti (Horea),Alba
Romania,517349,Niculeşti,Alba
Romania,517351,Pătruşeşti,Alba
Romania,517352,Petreasa,Alba
Romania,517353,Preluca,Alba
Romania,517354,Teiu,Alba
Romania,517356,Trifeşti (Horea),Alba
Romania,517357,Zânzeşti,Alba
Romania,517360,Ighiu,Alba
Romania,517361,Bucerdea Vinoasă,Alba
Romania,517362,Ighiel,Alba
Romania,517363,Şard,Alba
Romania,517364,Ţelna,Alba
Romania,517365,Întregalde,Alba
Romania,517366,Dealu Geoagiului,Alba
Romania,517367,Ghioncani,Alba
Romania,517368,Ilieşti,Alba
Romania,517369,Ivăniş,Alba
Romania,517371,Mărineşti,Alba
Romania,517372,Modoleşti (Întregalde),Alba
Romania,517373,Necrileşti,Alba
Romania,517374,Popeşti,Alba
Romania,517376,Sfârcea,Alba
Romania,517377,Tecşeşti,Alba
Romania,517385,Jidvei,Alba
Romania,517386,Bălcaciu,Alba
Romania,517387,Căpâlna de Jos,Alba
Romania,517388,Feisa,Alba
Romania,517389,Veseuş,Alba
Romania,517390,Livezile,Alba
Romania,517391,Izvoarele (Livezile),Alba
Romania,517392,Poiana Aiudului,Alba
Romania,517393,Vălişoara,Alba
Romania,517395,Lopadea Nouă,Alba
Romania,517396,Asinip,Alba
Romania,517397,Băgău,Alba
Romania,517398,Beţa,Alba
Romania,517399,Cicârd,Alba
Romania,517401,Ciuguzel,Alba
Romania,517402,Ocnişoara,Alba
Romania,517403,Odverem,Alba
Romania,517405,Lunca Mureşului,Alba
Romania,517406,Gura Arieşului,Alba
Romania,517410,Lupşa,Alba
Romania,517411,Bârdeşti,Alba
Romania,517412,Bârzan,Alba
Romania,517413,Curmătură,Alba
Romania,517414,După Deal (Lupşa),Alba
Romania,517416,Geamăna,Alba
Romania,517417,Hădărău,Alba
Romania,517418,Holobani,Alba
Romania,517419,Lazuri (Lupşa),Alba
Romania,517421,Lunca (Lupşa),Alba
Romania,517422,Mănăstire,Alba
Romania,517423,Mărgaia,Alba
Romania,517424,Muşca,Alba
Romania,517426,Pârâu-Cărbunări,Alba
Romania,517427,Piţiga,Alba
Romania,517428,Poşogani,Alba
Romania,517429,Şasa,Alba
Romania,517431,Trifeşti (Lupşa),Alba
Romania,517432,Valea Holhorii,Alba
Romania,517433,Valea Lupşii,Alba
